RECRD,VESSLTERMS,FEATURE_TYPE,LATDEC,LONDEC,GP_QUALITY,DEPTH,SOUNDING_TYPE,YEARSUNK,HISTORY
11857,UNKNOWN,"Submerged, dangerous",18.326375,-64.95135,High,26,Feets,,"HISTORY
  H11146/02-- S-I6327-WH; UNCHARTED WRECK LOCATED DURING MAIN SCHEME HYDROGRAPHY. SWMB LD OF 26 Feets IN LAT. 18-19-34.95N, LONG. 64-57-04.86W. HYDROGRAPHER NOTES THAT WRECK FALLS OUTSIDE BUT CLOSE TO THE THIRTY-FOOT CURVE, SKIRTING  WEST GREGORY CHANNEL WHICH IS FREQUENTED BY LARGE CRUISE SHIPS DRAWING UP TO 25 Feets. EVALUATOR RECOMMENDS CHARTING A 26WK AS SURVEYED. (ENT 4/28/03, SJV)"
1298,VICTORY,"Submerged, dangerous",18.326847,-64.950272,High,1.5,Meters,,"HISTORY
  LNM5/80-- 7CGD; 1/30/80; 105-FOOT BARGE DRAVO AND P/C VICTORY ì
HAVE SUNK IN PA LAT. 18-19-48N, LONG. 64-57-06W; REF ITEM 01297. ì
(ENT MSM 11/85)
  FE279/85-- OPR-I191-PE-85; WRECKS SEARCHED FOR WITH NEGATIVE ì
RESULTS; COMMANDING OFFICER INFORMED BY V.I. PORT AUTHORITY THAT ì
WRECKS ARE IN A DREDGE AREA AND THE AREA IS CLEAR; TELECON BY AMC ì
WITH PORT AUTHORITY, COE, AND 7CGD COULD NOT CONFIRM THIS; ì
FATHOGRAM EXAMINED AND OBSTRUCTION DISCOVERED (REF. AWOIS ITEM ì
4513) 96M SOUTH OF WRECK'S POSITION; WRECKS ARE IN AREA WHERE ì
EXTENSIVE DREDGING HAS BEEN DONE; EVALUATOR RECOMMENDS DELETING ì
WRECKS AND CHARTING OBSTRUCTION. (UP MSM 2/87)
  H10506/93-- OPR-I173-MI; 2 WRECKS FOUND IN AREA. ONE IS 63 X 16 ì
Feets AND RESEMBLES AN ARMY ""T"" BOAT IN LAT. 18-19-36.651N, LONG. ì
64-57-00.977W. LL LD OF 1.5 METERS (5 Feets) AND IS CONSIDERED TO ì
BE THE ""VICTORY"". EVALUATOR RECOMMENDS CHARTING A SUNKEN WRECK AS ì
SURVEYED (SAILBOAT OWNERS HAVE BUOYED WRECK WITH A MILK JUG). THE ì
OTHER WRECK (AWOIS NO. 1297) IS 120 Feets LONG (105 Feets STEM TO ì
STERN PLUS A 15-FOOT ""A-FRAME"") AND 30 Feets WIDE. LL LD OF 2.6 ì
METERS OBTAINED ON PILOT HOUSE AND 2.7 METER LD ON CRANE. 2.6 ì
METERS IN LAT. 18-19-37.237N, LONG. 64-57-00.698W. THIS IS THE ì
WRECK OF THE ""DRAVO"", AWOIS NO. 1297. NOTE: JIM MC MANUS OF SEA ì
HORSE DIVE CENTER STATED THAT AWOIS NO. 8556 WAS IN FACT THE ì
""VICTORY"" AND THAT NO OTHER WRECKS WERE IN THE VICINITY. ì
EVALUATOR RECOMMENDS DELETING SUBMERGED WRECK, PA, MAST, AS ì
REPORT IN 1983 WAS INCORRECT. ""DRAVO"" AND ""VICTORY"" MISTAKEN AS ì
NEW WRECKS. CHART WRECKS AS SURVEYED. (UP 4/22/96, SJV)"
1297,DRAVO,"Submerged, dangerous",18.327011,-64.950194,High,2.6,Meters,,"HISTORY
  LNM5/80-- 7CGD; 1/30/80; 105-FOOT BARGE DRAVO AND P/C VICTORY ì
HAVE SUNK IN PA LAT. 18-19-48N, LONG.64-57-06W; REF ITEM 01298. ì
(ENT MSM 11/85)
  FE279/85-- OPR-I191-PE-85; WRECKS SEARCHED FOR WITH NEGATIVE ì
RESULTS; COMMANDING OFFICER INFORMED BY V.I. PORT AUTHORITY THAT ì
WRECKS ARE IN DREDGE AREA AND THE AREA IS CLEAR; TELCON BY AMC ì
WITH PORT AUTHORITY, COE, AND 7CGD COULD NOT CONFIRM THIS; ì
FATHOGRAM EXAMINED AND OBSTRUCTION DISCOVERED (REF. AWOIS ITEM ì
04513) 96M SOUTH OF WRECK'S POSITION; WRECKS ARE IN AREA WHERE ì
DREDGING HAS BEEN DONE; EVALUATOR RECOMMENDS DELETING WRECKS AND ì
CHARTING OBSTRUCTION. (UP MSM 2/87)
  H10506/93-- OPR-I173-MI; 2 WRECKS FOUND IN AREA. ONE IS 63 X 16 ì
Feets AND RESEMBLES AN ARMY ""T"" BOAT IN LAT. 18-19-36.651N, LONG. ì
64-57-00.977W. LL LD OF 1.5 METERS (5 Feets) AND IS CONSIDERED TO ì
BE THE ""VICTORY"" (AWOIS ITEM 1298). THE OTHER WRECK IS 120 Feets ì
LONG (105 Feets STEM TO STERN PLUS A 15-FOOT ""A FRAME""). 30 Feets ì
WIDE. LL LD OF 2.6 METERS OBTAINED ON PILOT HOUSE AND 2.7 ON ì
CRANE. THE 2.6 DEPTH LOCATED IN LAT. 18-19-37.237N, LONG. ì
64-57-00.698W. THIS IS THE WRECK OF THE ""DRAVO"". NOTE: JIM MC ì
MANUS OF SEA HORSE DIVE CENTER STATED THAT AWOIS NO. 8556 WAS IN ì
FACT THE ""VICTORY"" AND THAT NO OTHER WRECKS WERE IN THE VICINITY. ì
EVALUATOR RECOMMENDS DELETING SUBMERGED WRECK, PA, MAST, AS ì
REPORT IN 1983 WAS INCORRECT. THE ""DRAVO"" AND THE ""VICTORY WERE ì
MISTAKEN AS NEW WRECKS. CHART WRECKS AS SURVEYED. (UP 4/22/96, ì
SJV)"
8555,UNKNOWN,"Submerged, dangerous",18.327797,-64.9478,High,0.6,Meters,,"HISTORY
  SOURCE UNKNOWN-- CHARTED SINCE 1933 IN LAT. 18-19-40.0, LONG. ì
64-56-52.0W (SCALED FROM CHART 25649, 1:10,000-SCALE). BROUGHT ì
FORWARD ON H-8877/66 VIA T-12952. (ENT 6/21/93, SJV)
  H10505/93-- OPR-I173-MI; DIVERS LOCATED SUNKEN WRECK IN LAT. ì
18-19-40.073N, LONG. 64-56-52.084W. LL LD OF 0.6 METERS IN 1.3 ì
METERS OF WATER. FRAMES WERE DESCRIBED COVERED BY SAND AND TURTLE ì
GRASS. EVALUATOR RECOMMENDS DELETING CHARTED WRECK AND CHARTING A ì
2 WK AS SURVEYED. (UP 4/11/96, SJV)"
8549,UNKNOWN,"Submerged, dangerous",18.328875,-64.931356,High,1.6,Meters,,"HISTORY
  CL933/37-- CHART CORRECTION LETTER FROM USC&GS, SAN JUAN, P.R. ì
TO DIRECTOR, USC&GS, WASH., D.C.; WRECK CLOSE-IN ALONG SHORE ì
BETWEEN NAVAL STATION AND FREDERIK POINT. NEARLY SUBMERGED.
  H8877/66-- OPR-423; WRECK CONFIRMED. SHOALEST AND MOST OFFSHORE ì
POINT HAS DEPTH OF 3 Feets IN LAT. 18-19.85N, LONG. 64-55.90W. ì
WRECK EXTENDS IN A NORTHWESTERLY DIRECTION TOWARD SHORE. (ENT ì
6/15/93, SJV)
  H10505/93-- OPR-I173-MI; DIVERS LOCATED WRECK AT CHARTED ì
POSITION. WRECKAGE EXTENDED 36.5 METERS IN A NORTHWESTERLY ì
DIRECTION FROM DETACHED POSITION ON STERN IN LESS THAN 3 METERS ì
OF WATER. 2 LL LD'S OF 1.6 METERS WERE OBTAINED IN LAT. ì
18-19-43.95N, LONG. 64-55-52.88W, AND LAT. 18-19-43.449N, LONG. ì
64-55-52.70W. EVALUATOR RECOMMENDS DELETING CHARTED WRECK AND ì
CHARTING A 5 WK AS SURVEYED AND LIMITS IF CHART SCALE PERMITS. ì
(UP 4/11/96, SJV)"
11855,UNKNOWN,"Submerged, dangerous",18.329167,-64.950306,High,32.6,Feets,,"HISTORY
  H11146/02-- S-I637-WH; WRECK LOCATED DURING MAINSCHEME HYDROGRAPHY. SWMB LD OF 32 Feets IN LAT. 18-19-44.95N, LONG. 64-57-01.10W. HYDROGRAPHER STATED THAT DIVERS CONFIRMED LOCATION OF WRECK AND DESCRIBED IT AS A FIBERGLASS PLEASURE CRAFT. EVALUATOR RECOMMENDS CHARTING A 32WK AS SURVEYED. (ENT 4/28/03,SJV)

W00212/2009; ARC SURVEYING AND MAPPING -- Charted wreck located within survey data as currently charted.  Recommend to retain wreck's location as currently charted, and update least depth of wreck based upon current survey data (9.93m, 32.58ft). (LAH 8/2/2010)"
9773,UNKNOWN,"Submerged, dangerous",18.329711,-64.934667,High,0.3,Meters,,"HISTORY
  H10505/93-- OPR-I193-MI; FIBERGLASS HULL DISCOVERED IN ì
CAREENING COVE IN APPROX. 2 METERS OF WATER. IN LAT. ì
18-19-46.956N, LONG. 64-56-04.803W. 10.6 X 4.1 METERS. ORIENTED ì
E-W. SMALL ENGINES NOTED IN ONE END (STERN?). EVALUATOR ì
RECOMMENDS CHARTING AS SURVEYED. (CHARTED ON 17TH EDITION OF ì
CHART 25649). (ENT 6/21/96, SJV)"
14820,UNKNOWN,"Submerged, dangerous",18.32975,-64.954639,High,5.19,Meters,,"W00212/2009; ARC Mapping and Surveying -- Wreck locasted within the survey data in the nearshore area. Least depth from multibeam is 5.19m (17.03Ft). The
data is interpreted as a wreck (barge).  Recommend to chart 17 wreck. (LAH 8/2/2010)"
11854,UNKNOWN,"Submerged, dangerous",18.330389,-64.954472,High,23.75,Feets,,"HISTORY
  H11146/02-- S-I637-WH; UNCHARTED WRECK LOCATED DURING MAINSCHEME HYDROGRAPHY. SWMB LD OF 22 Feets INLAT. 18-19-49.46N, LONG. 64-57-16.26W. HYDROGRAPHER STATED THAT DIVERS CONFIRMED THE LOCATION OF A LARGE FIBERGLASS SAILBOAT. EVALUATOR RECOMMENDS CHARTING 2 22WK AS SURVEYED. (ENT 4/28/03, SJV)

W00212/2009; ARC Surveying & Mapping -- Charted 22ft Wk was completely ensonified and found to have a least depth of 23.75 ft.  Recommend to delete charted 22ft Wk. Recommend add 24ft Wk at surveyed location. (LAH 8/2/2010)"
9772,UNKNOWN,"Submerged, dangerous",18.330617,-64.932936,High,4.8,Meters,,"HISTORY
  H10505/93-- OPR-I193-MI; WHILE SEARCHING FOR AWOIS ITEM 8550, A ì
WOODEN SAILBOAT WAS LOCATED IN 6 METERS OF WATER ATTACHED BY A ì
CABLE TO THE WRECK OF THE ""QUEST"" (SEE AWOIS ITEM 9771). LOCATED ì
IN LAT. 18-19-50.215N, LONG. 64-55-58.567W. LL LD OF 4.8 METERS. ì
LD TAKEN ON MAST.DECOMPOSING BOAT WAS OVERTURNED WITH MAST
PROTRUDING THROUGH HULL. APPROX. 10 METERS (30 Feets) LONG WITH
A BLUE HULL. BOW POINTING SW. BOAT WAS AT THE END OF THE SHORELINE
GRADIENT.EVALUATOR RECOMMENDS CHARTING A 15 WK AS SURVEYED. (ENT ì
6/21/96, SJV)"
9775,UNKNOWN,"Submerged, dangerous",18.330619,-64.934256,High,5.6,Meters,,"HISTORY
  H10505/93-- OPR-I173-MI; USING LOCAL KNOWLEDGE, DIVERS LOCATED ì
A SUBMERGED WOODEN SAILBOAT IN LAT. 18-19-50.225N, LONG. ì
64-56-03.318W. LL LD OF 5.6 METERS IN 6-8 METERS OF WATER. ì
SIGNIFICANT MARINE GROWTH INDICATES WRECK HAS BEEN SUBMERGED FOR ì
SEVERAL YEARS. 12.8 X 3.65 METERS (42 X 12 Feets). EVALUATOR ì
RECOMMENDS CHARTING AN 18 WK AS SURVEYED. LD OBTAINED ON BROKEN ì
MAST. BOW POINTS NE. (ENT 6/24/96, SJV)"
4514,UNKNOWN,Visible,18.330714,-64.955333,High,0.8,Meters,,"HISTORY
  FE279/85-- OPR-I191-PE-85; UNCHARTED WRECK FOUND IN LAT. ì
18-18-57.38N, LONG. 64-57-19.96W; AWASH AT MLLW. EVALUATOR ì
RECOMMENDS CHARTING A VISIBLE WRECK AS SHOWN ON SURVEY. (ENT MSM ì
2/87)
  H10506/93-- OPRI173-MI; DIVERS LOCATED A FIBERGLASS SAILBOAT, ì
BOW POINTING SOUTH IN LAT. 18-19-50.569N, LONG. 64-57-19.202W. ì
BARES 0.8 METERS (2 Feets) AT MLLW. TOM GORE (HAULOVER MARINE ì
DRYDOCK) STATED CHARTED WRECK WAS COMPLETELY DESTOYED BY HURICANE ì
""HUGO"" AND WRECK LOCATED BY THE PRESENT SURVEY IS A DIFFERENT ì
ONE. EVALUATOR RECOMMENDS CHARTING A WRECK AS SURVEYED (MOVE ì
VISIBLE WRECK). (UP 4/22/96, SJV)"
9771,QUEST,"Submerged, dangerous",18.330803,-64.933147,High,5.6,Meters,,"HISTORY
  H10505/93-- OPR-I193-MI; WHILE SEARCHING FOR AWOIS ITEM 8550, ì
THE FIBERGLASS SAILBOAT ""QUEST"" WAS LOCATED IN LAT. ì
18-19-50.888N, LONG. 64-55-59.330W. LL LD OF 5.56 METERS (18 ì
Feets). LD TAKEN ON MAST WHICH WAS BROKEN AND LEANING OVER PORT ì
SIDE. WRECK LIES IN 10 METERS OF WATER, SITTING UPRIGHT AND ì
ORIENTED E - W (BOW TO THE EAST). HULL AND DECKS WHITE WITH BLUE ì
TRIM AND LETTERING ON BOW. 13.4 X 4.56 METERS (44 X 15 Feets). NO ì
APPARENT HULL DAMAGE. MAIN SAIL AND JIB COVERING FORWARD END OF ì
VESSEL. EVALUATOR RECOMMENDS CHARTING 18 WK ""QUEST"" AS SURVEYED ì
(ENT 6/21/96, SJV)"
9770,FRENCH KISS,"Submerged, dangerous",18.330839,-64.933231,High,8.2,Meters,,"HISTORY
  H10505/93-- OPR-I193-MI; WHILE SEARCHING FOR AWOIS ITEM 8550, ì
THE FIBERGLASS SAILBOAT ""FRENCH KISS"" WAS LOCATED IN 10 METERS OF ì
WATER IN LAT. 18-19-51.018N, LONG. 64-55-59.626W. LL LD OF 8.2 ì
METERS (27 Feets). WHITE HULL AND DECKS. 10.05 X 3.65 METERS (33 X ì
12 Feets). HULL WAS SITTING UPRIGHT EXTENDING 1.8 METERS (6.2 ì
Feets) OFF THE BOTTOM. ALL HATCHES WERE OPEN. NO APPARENT HULL ì
DAMAGE. MAST BROKEN, LEANING OVER THE SIDE AND WAS LOCATION OF ì
LD. NAME ""FRENCH KISS"" IN ORANGE LETTERS TAPED ACROSS STERN. ì
EVALUATOR RECOMMENDS CHARTING A 27 WK (FRENCH KISS) AS SURVEYED. ì
(ENT 6/21/96, SJV)"
9774,UNKNOWN,"Submerged, dangerous",18.331017,-64.932119,High,31,Feets,,"HISTORY
  H10505/93-- OPR-I173-MI; WHILE SEARCHING FOR AWOIS ITEM 8552, A WRECK WAS FOUND BY SIDE SCAN SONAR. DIVERS LL LD OF 9.4 METERS IN 10.0 METERS OF WATER IN LAT. 18-19-51.454N, LONG. 64-55-55.427W. HIGHLY DECOMPOSED WOODEN VESSEL ORIENTED E-W. 20.7 METERS (68 Feets) LONG. REMAINING BEAM OF 0.91 METERS (3 Feets). EVALUATOR RECOMMENDS CHARTING A 30 WK USING THE SHOALER FATHOMETER DEPTH OF 9.2 METERS AS SURVEYED. CHARTED ON THE 17TH EDITION OF CHART 25649. (ENT 6/21/96, SJV)
  S00011/03--S-I637-WH;  The sunken wreck with a least depth of 31 ft was found in Latitude 18°19¿51.66""N, Longitude 64°55¿55.63""W."
9778,UNKNOWN,"Submerged, dangerous",18.331192,-64.933839,High,29,Feets,,"H10505/93-- OPR-I173-MI; 2 SIDE SCAN SONAR CONTACTS. DIVERS ì
DESCRIBE AN INSIGNIFICANT LOBSTER ""POD"" (SIC) AND THE FIBERGLASS ì
STERN OF A SAILBOAT IN ABOUT 10 METERS OF WATER. LL LD OF 8.8 ì
METERS (29 Feets) IN LAT. 18-19-52.427N, LONG. 64-56-01.261W. 4.87 ì
METERS LONG, 2.79 METERS HIGH, 1.7 METERS OFF THE BOTTOM. ì
EVALUATOR RECOMMENDS CHARTING A 29 WK AS SURVEYED. (ENT 6/24/96, ì
SJV)
  S00011/03--S-I637-WH; The sunken wreck with a least depth of 29 ft was found in Latitude 18°19¿52.29""N, Longitude 64°56¿01.82""W."
9777,UNKNOWN,"Submerged, dangerous",18.333578,-64.932836,High,30,Feets,,"HISTORY
  H10505/93-- OPR-I173-MI; SIDE SCAN SONAR CONTACT. DIVERS DESCRIBE A METAL VESSEL 9.7 METERS LONG 1.52 METERS OFF THE BOTTOM IN 10-11 METERS OF WATER IN LAT. 18-20-00.851N, LONG. 64-55-58.287W. VERY POOR VISIBILITY. EVALUATOR RECOMMNENDS CHARTING AS A 32 WK AS SURVEYED. SIGNIFICANT MARINE GROWTH. (ENT 6/24/96, SJV)
  S00011/03--S-I637-WH;  The hydrographer located the wreck at position Lat:18°20'00.88"" N, Long: 064°55'58.21"" W with a new least depth of 30ft."
9781,UNKNOWN,"Submerged, dangerous",18.335075,-64.939711,High,4.6,Meters,,"HISTORY
  H10505/93-- OPR-I173-MI; SIDE SCAN SONAR CONTACT. DIVERS ì
DESCRIBE REMAINS OF A SMALL FIBERGLASS SAIL BOAT AND A METAL ì
STRUCTURE. THE HYDROGRAPHER CONSIDERED BOTH ITEMS INSIGNIFICANT ì
AS THEY EXTENDED LESS THAN 0.5 METERS OFF THE BOTTOM (BOW ì
INVERTED) IN 5 METERS OF WATER. LL LD OF 4.6 METERS (15 Feets). ì
EVALUATOR RECOMMENDS CHARTING A 15 WK AS SURVEYED IN LAT. ì
18-20-06.271N, LONG. 64-56-22.962W IF CHART SCALE PERMITS. (ENT ì
6/24/96, SJV)"
14042,UNKNOWN,"Submerged, dangerous",18.335083,-64.924625,High,24,Feets,,"S00011/06--S-I637-WH; A sunken wreck with a least depth of 24 ft was found in Latitude 18°20¿06.30""N, Longitude
64°55¿28.65""W."
9803,UNKNOWN,"Submerged, dangerous",18.335125,-64.967031,High,6.1,Meters,,"HISTORY
  H10506/93-- OPR-I173-MI; SIDE SCAN SONAR CONTACT. DIVERS ì
DESCRIBE A SUNKEN FISHING BOAT. LL LD OF 6.1 METERS (MLLW) IN ì
LAT. 18-20-06.415N, LONG. 64-58-01.305W. WOODEN WRECK IS 6 METERS ì
LONG AND 2 METERS WIDE. EVALUATOR RECOMMENDS NO CHANGE IN ì
CHARTING STATUS. (CHARTED AS A 20 WK ON THE 17TH EDITION OF CHART ì
25649). (ENT 7/2/96, SJV)"
9782,UNKNOWN,"Submerged, dangerous",18.335283,-64.93975,High,13,Feets,,"H10505/93-- OPR-I173-MI; WHILE INVESTIGATING AWOIS NO. 9781, AN ì
OVERTURNED FIBERGLASS/WOOD HULL WAS LOCATED IN 4 METERS OF WATER ì
IN LAT. 18-20-06.958N, LONG. 64-56-23.265W. LL LD OF 3.6 METERS ì
(12 Feets). 12.2 METERS LONG. EVALUATOR RECOMMENDS CHARTING A 12 ì
WK AS SURVEYED. MOORING BOUY (IN USE) ATTACHED TO BOW). (ENT ì
6/24/96, SJV)
  S00011/03--S-I637-WH;  The sunken wreck with a least depth of 13 ft was found in Latitude 18°20¿07.20""N, Longitude
64°56¿23.10""W."
9784,UNKNOWN,"Submerged, dangerous",18.335694,-64.940039,High,0.6,Meters,,"HISTORY
  H10505/93-- OPR-I173-MI; DIVE CONDUCTED TO INVESTIGATE WRECK ì
MARKED BY A SMALL PRIVATELY MAINTAINED MARKER. DIVERS DESCRIBE A ì
CREAM-COLORED FIBERGLASS SAILBOAT UPRIGHT IN 2 METERS OF WATER IN ì
LAT. 18-20-08.503N, LONG. 64-56-24.140W. LL LD OF 0.6 METERS (2 ì
Feets). LD OBTAINED ON CABIN TOP. PRIVATE MARKER APPEARED TO BE ì
RIGIDLY ATTACHED TO BOW AS A DAY MARKER AND NOT A FLOATING ì
MARKER. EVALUATOR RECOMMENDS CHARTING A 2 WK AS SURVEYED. (ENT ì
6/24/96, SJV)"
3,FERNGARTH,"Submerged, nondangerous",18.386675,-75.003183,High,39,Meters,,"Note: datum shift not applied to NAD 83 position

  NM34/21--WRECK BRITISH STEAMER ""FERNGARTH"" REPORTED AUGUST 13, 1921 DANGEROUS 
  NM35/21--WRECK ""FERNGARTH"" REPORTED SUNK IN 26 FATHOMS, LIGHTHOUSE BEARING    
310 DEG APPROX. POS.18-23-30N, 75-00-30W (LOCAL DATUM)                       
  H9931/81--S-I103-PE-81--ITEM 1; WRECK SEARCHED FOR WITH ECHO SOUNDER & RANGE  
AZIMUTH CONTROL; NOT FOUND; NA 27 POSITION 18-23-18.2N, 75-00-04W; HYDRO     
RECOMMENDS DELETION, VERIFIER RECOMMENDS REVISION TO NON-DANGEROUS.          

SURVEY REQUIREMENTS
INFORMATION

  Item located during office processing of survey W00201 - a 2006 swmb survey conducted by the NOAA research vessel Nancy Foster. The wreck is approx. 115m long and 16m wide with a least depth of 39.073 m and located at: 18/23/12.03N / 075/00/11.46W. Originally charted as a PD Wk, chart wsa revised to a non-dangerous Wk symbol. (PTT 9/30/09)"
15083,WRECK,"Submerged, nondangerous",18.448611,-65.599444,Med,25,Fathoms,,"W00246(M-I907-NF-13)--NON DANGEROUS SUBMERGED WRECK, PA FOUND  LAT. 18/26/55.7 N, LON. 65/35/58.6 W. Wreck verified via object detection multibeam (Reson 7125 complete MBES) Least Depth 24.5fm, 44.9m, 147.4ft.
LNM 46/89,  REPORTS NON DANGEROUS SUBMERGED WRECK, PA,   LAT. 18/26/55 N, LON. 65/35/58 W.(ENTERED BY PTT 1/14/13)."
15082,WRECK,"Submerged, nondangerous",18.45,-65.75,Low,21,Fathoms,,"W00246(M-I907-NF-13)-- Delete Wreck. Wreck not found. Surrounding depths vary from 38-46m. Base surface at an 1m resolution was created; grid does not portray wreck-like object.Visual investigation of bathy data points, including subset views, were inconclusive; data point density did not exhibit any characteristics of a wreck-like object.
LNM 21/95,  REPORTS NON DANGEROUS SUBMERGED WRECK, PA,   LAT. 18/27/00 N, LON. 65/45/00 W.(ENTERED BY PTT 1/14/13)."
13780,UNKNOWN,"Submerged, dangerous",18.459114,-66.092728,High,4.96,Meters,,"S00010/03 -- S-I608-WH-02/03 HLS;  
Survey Position: 018° 27' 32.814"" N, 66° 05' 33.823"" W
Least Depth: 4.96 m
Timestamp: 2002-157.17:48:05.431 (06/06/2002)
Hydrographer Recommendations: Significant Charting Recommendation chart an obstruction LD 16 ft
Office Notes: Do not concur---Item determined to be a wreck during office procesing.--- Chart 16 Wk and danger curve.
Updated 9/19/2006 JCM"
13785,UNKNOWN,"Submerged, nondangerous",18.481217,-66.132017,High,27.33,Meters,,"S00010/03 -- S-I608-WH-02/03 HLS;  
Survey Position: 018° 28' 52.384"" N, 66° 07' 55.262"" W
Least Depth: 27.33 m
Timestamp: 2002-156.14:44:16.361 (06/05/2002)
Remarks: wreck located by multibeam 
Hydrographer Recommendations: Chart 89 Wk
Updated 9/19/2006 JCM"
13786,UNKNOWN,"Submerged, nondangerous",18.484647,-66.125219,High,54.35,Meters,,"S00010/03 -- S-I608-WH-02/03 HLS;  
Survey Position: 018° 29' 04.729"" N, 66° 07' 30.792"" W
Least Depth: 54.35 m
Timestamp: 2002-155.17:48:32.077 (06/04/2002)
Remarks: wreck located during office processing.
Hydrographer Recommendations: Chart 178 Wk
Updated 9/19/2006 JCM"
15081,WRECK,"Submerged, nondangerous",18.5,-65.8,Low,225,Fathoms,1996,"W00246(M-I907-NF-13)--Wreck not observed. Delete wreck as charted.
 LNM 37/96,  REPORTS NON DANGEROUS SUBMERGED WRECK, PA,   LAT. 18/30/00 N, LON. 65/48/00 W.(ENTERED BY PTT 1/14/13)."
53746,UNKNOWN,"Submerged, dangerous",21.278853,-157.846783,Med,5,Fathoms,,"S-T342-Ahi-09, 5 FATHOM Wk PA reported in 1984 in the entrance to Ala Wai Boat Harbor, investigate position and least depth. (PTT 2/10/09)."
54088,WRECK,"Submerged, nondangerous",21.280056,-157.859611,High,22.5,Meters,,"H12047, S-T342-Ahi-09. Large uncharted wreck located with multibeam in approx. 100 ft. of water, roughly 65 m long / 12 m wide. 21 16 48.2 N / 157 51 34.6 W, least depth of 22.56m. Item found during survey operations. (PTT 9/22/2011)"
53596,UNKNOWN,"Submerged, nondangerous",21.283139,-157.869068,High,49.84,Meters,,"W00100 (US Navy LIDAR)
A new obstruction was located during the review of survey W00100. The obstruction appears to be a potential wreck with a least depth of 49.84 meters (163.5 ft, 27.3 fm) located at 21°16'59.30""N, 157°52'8.646"" W (Figure 13). It is recommended that the wreck be added to charts 19369 and 19367; however it does not pose a danger to navigation.

S-T342-AHI-09 - Full investigation of non-dangerous wreck, located during office review from prior survey in 2002 and remains uncharted. (2-9-09. PTT)

Item located during survey operations with complete MB coverage and a non-dangerous wreck symble was added in position: 21-16-58.8 / 157-52-08.45 with a
least depth of 151.9ft. (PTT 9/22/11)"
54087,WRECK,"Submerged, nondangerous",21.289556,-157.906889,High,16.6,Meters,,"H12047, S-T342-Ahi-09. Uncharted wreck located in approx. 55 ft of water, least depth of 54.14 ft. Wreck is roughly 17m long / 5m. wide, appears to be a small barge. 21 17 22.4 N / 157 54 24.8 W. Item found with complete MB during survey operations. (PTT 09/22/11)"
50467,WRECK,"Submerged, dangerous",21.289908,-158.033533,High,5.25,Fathoms,,"50467
HISTORY
NM28/66--DANGEROUS SUBMERGED WRECK LOCATED IN LAT.21-17-20N, LONG.158-02-12W. 
 COVERED BY 25 FT.                                                            
NM32/66--EWA BEACH LIGHTED WRECK BUOY WR TEMP. ESTAB. IN 70 FT OF WATER.      
 LOCATED IN APPROX. LAT.21-17-19N, LONG.158-02-11W BUOY MARKS                 
 WRECK OF LSM HULK ABOVE.                                                     
LNM2/72--ADVANCED WARNING. AID TO BE DISCONTINUED. EWA BEACH LIGHTED WRECK    
 BUOY WR TO BE DISCONTINUED ON OR ABOUT 1/24/72.                              
LNM4/72--EWA BEACH LIGHTED WRECK BUOY WR DISCONTINUED.                        
USCG/14TH DISTRICT--TELCON 9/8/82 WITH AIDS TO NAVIGATION. WRECK ASSUMED      
 REMAINS AS CHARTED.                                                          

SURVEY REQUIREMENTS
FULL--VERIFY OR DISPROVE. DISPROVAL MAY BE THROUGH SALVAGE DOCUMENTATION      
 400% SIDE SCAN SONAR INVESTIGATION, OR WIRE DRAG INVESTIGATION (500 METER    
 RADIUS UPSLOPE AND 1000 METER RADIUS DOWNSLOPE FROM CHARTED POSITION) AT     
 DISCRETION OF THE COMMANDING OFFICER.                                        
 ASSIGNED: OPR-T126

W00078-W00083, W00091--The obstruction reported by NAVOCEANO is located at 21/17/23.67 N,158/02/00.72 W. It appears to be the true position of the charted (19357) PA wreck located approximately 400 meters to the southwest (21/17/08 N, 158/02/00 W) The potential wreck has a least depth of 5.3 fm (9.7 m) and is located in the vicinity of charted 6.5 fm sounding; remove charted submerged wreck, (25ft rep), and chart 5 ¼ fathom submerged wreck at the survey position.(RES 11/13/07)."
50469,UNKNOWN,Visible,21.312472,-157.889758,Low,0,Fathoms,,"50469
HISTORY
CL1494/77--(USCGAUX) WRECK OF A SAILBOAT, PARTIALLY SUBMERGED IN APPROXIMATE  
 LAT.21-18-56.2N, LONG.157-53-33.0W.                                          
NM15/78--SEE CL1494/77                                                        

SURVEY REQUIREMENTS
FULL--VERIFY OR DISPROVE. IF NOT VISBLE, develop with swmb, 50      
 METER RADIUS, WILL BE NECESSARY FOR DISPROVAL OR DOCUMENTATION OF REMOVAL.   
 (2/9/09, PTT)

S-T342-AHI-09 - H12046(04/09): AWOIS number 50469 was not investigated due to shoaling and unsafe waters. (MPG 04/11)"
